Timestamp,What Minerva rotation cities have you lived in?,What Minerva residence halls have you lived in?,Lived in Seoul?,Lived in 16 Turk?,Lived in 16 Turk AND 1412,What is your gender identity?,What is your racial/ethnic identity? Check as many boxes as apply.,"Of the Minerva residence halls you have lived in, which do you believe was the MOST SAFE? If you have only lived in one residence hall, select it here if you mostly felt safe while you were there. Otherwise, select ""NA"".",Please explain why you selected this residence hall as the most safe.,"Of the Minerva residence halls you have lived in, which do you believe was the LEAST SAFE? If you have only lived in one residence hall, select it here if you mostly did not feel safe while you were there. Otherwise, select ""NA"".",Please explain why you selected this residence hall as the least safe.,Have you ever been the victim of a crime near a Minerva residence hall? ,Crime_binary,"If you answered yes to the above question, what residence hall did the crime occur near? Select ""NA"" if you answered no to the above question.",Incident_near_turk,crime_yes_near_turk,"If you answered yes to the above question, please describe what happened in as much detail as you are comfortable with, including a description of the location or an approximate address. ",Type of crime,Is there anything else you want the Minerva community to know about safety around residence halls?,"Would you be interested in speaking to a Quest reporter (Emma or Jasen) about this subject? If you would like to speak to a specific person, please specify in the ""other"" section. As always, you may choose to be interviewed anonymously.","Do you consent to having your anonymized (if you provide your name and contact information above, it will be removed) survey response included in a public, open-access repository of data about Minerva and Minerva students? "
2/16/2021 15:28:32,"San Francisco, Seoul, Hyderabad, Berlin, Buenos Aires","San Francisco: 851 California Street, San Francisco: 16 Turk Street, Seoul: Yongsan residence, Hyderabad: At Home Apartments, Berlin: Adalbertstrasse and Meliorstrasse apartments, Buenos Aires: Le Petit Suites hotel apartments",1,1,0,Male,Southeast Asian,Seoul: Yongsan residence,,San Francisco: 16 Turk Street,Shootings every week right beneath or a few blocks away. Gangs are nearby and it’s a completely unacceptable place to put students in. Please find another place that might be more expensive but will not potentially cost a student’s life.,No,0,NA,0,0,,,Area near 16 Turk is unsafe at night. There was one shooting even during the afternoon right on Mason/Turk,No,Yes
2/16/2021 20:57:52,"San Francisco, Seoul, London","San Francisco: 16 Turk Street, Seoul: Yongsan residence",1,1,0,Male,White,Other residence hall,,San Francisco: 16 Turk Street,,No,0,NA,0,0,,,,No,Yes
2/16/2021 21:09:15,San Francisco,San Francisco: 16 Turk Street,0,1,0,Male,White,NA,,San Francisco: 16 Turk Street,Neighborhood,No,0,NA,0,0,,,,No,Yes
2/16/2021 21:38:13,"San Francisco, Seoul, Berlin","San Francisco: 16 Turk Street, Seoul: Yongsan residence, Berlin: Adalbertstrasse and Meliorstrasse apartments",1,1,0,Female,Southeast Asian,Seoul: Yongsan residence,CCTV everywhere,San Francisco: 16 Turk Street,It's Tenderloin...,No,0,NA,0,0,,,,No,Yes
2/17/2021 13:23:22,"San Francisco, Seoul, Hyderabad, Berlin, Buenos Aires","San Francisco: 851 California Street, San Francisco: 16 Turk Street, Seoul: Yongsan residence, Hyderabad: At Home Apartments, Berlin: Adalbertstrasse and Meliorstrasse apartments, Buenos Aires: Le Petit Suites hotel apartments",1,1,0,Female,"Hispanic, Indigenous",Seoul: Yongsan residence,"Was very residential and Seoul felt very safe, specifically at night",Berlin: Adalbertstrasse and Meliorstrasse apartments,"Was very scary at night, random people walking around and being intimidating right near the entrance to the apartment. Lack of security made me very nervous and was somewhat quiet around so made me nervous even walking from one apartment to another. ",No,0,NA,0,0,,,,No,Yes
2/17/2021 17:34:37,San Francisco,San Francisco: 16 Turk Street,0,1,0,Female,Hispanic,NA,,San Francisco: 16 Turk Street,,No,0,NA,0,0,,,,No,Yes
2/17/2021 19:44:28,"San Francisco, Seoul, Hyderabad, Berlin, Buenos Aires, London","San Francisco: 851 California Street, San Francisco: 16 Turk Street, Seoul: Yongsan residence, Hyderabad: At Home Apartments, Berlin: Adalbertstrasse and Meliorstrasse apartments, Buenos Aires: Le Petit Suites hotel apartments, London Crawford Place apartments",1,1,0,Male,White,Seoul: Yongsan residence,,San Francisco: 16 Turk Street,"People screaming all the time, dealing drugs, peeing all over the place, gun shots...",No,0,NA,0,0,,,16 Turk IS A HORRIBLE PLACE TO LIVE,No,Yes
2/17/2021 19:49:39,"San Francisco, Seoul, Berlin, Buenos Aires, London","San Francisco: 851 California Street, San Francisco: 16 Turk Street, Seoul: Yongsan residence, Berlin: Adalbertstrasse and Meliorstrasse apartments, Buenos Aires: Le Petit Suites hotel apartments, London Crawford Place apartments",1,1,0,Male,South Asian,Seoul: Yongsan residence,,San Francisco: 16 Turk Street,,No,0,NA,0,0,,,,No,Yes
2/17/2021 20:43:24,"San Francisco, Seoul","San Francisco: 16 Turk Street, Seoul: Yongsan residence",1,1,0,Female,East Asian,Seoul: Yongsan residence,,San Francisco: 16 Turk Street,Tenderloin,No,0,NA,0,0,,,Insulted by the homeless near 16 Turk,No,Yes
2/18/2021 23:11:26,"San Francisco, London","San Francisco: 16 Turk Street, London Crawford Place apartments",0,1,0,Female,South Asian,London Crawford Place apartments,Mainly because the SF res hall (the other one I lived in) was not. London's location was much better and we were the only people in the building. Furthermore we had our own apartments so there was another barrier.,San Francisco: 16 Turk Street,"This is just the other one I lived in. The area wasn't the best, with frequent shootings and episodes with the police. Furthermore, random non minervans have been able to entered the res hall (not accompanied by anyone), and we have a construction site right next door + the res hall does not only house minervans.",No,0,NA,0,0,,,"Safety is super dependant on ethnicity, gender, and a host of other factors beyond just the crime rate, or building security.",No,Yes
2/16/2021 22:09:15,San Francisco,San Francisco: 16 Turk Street,0,1,0,Male,Black,San Francisco: 16 Turk Street,"I was not a victim of any crime while in SF. I sometimes walked to res late at night (once I walked through Tenderloin at around midnight) and was completely fine. I was always vigilant and would never have my phone out when walking in the area, and I never felt like I was in any kind of danger. I do recognise my privilege as a male too, since a non-male walking around late at night would've had a very different experience, and that probably played a large part in my feeling safe in general.",NA,,No,0,NA,0,0,,,,"I don't think there is more that I need to say but if some clarification is requested, I'd be happy to answer any questions.",Yes
2/16/2021 16:12:02,"San Francisco, Seoul, Hyderabad, Berlin","San Francisco: 1412 Market Street, Seoul: Yongsan residence, Hyderabad: At Home Apartments, Berlin: Adalbertstrasse and Meliorstrasse apartments",1,0,0,Female,Southeast Asian,Seoul: Yongsan residence,I've never seen strange random people walking around outside the res hall,San Francisco: 1412 Market Street,Only time in my life I was followed back by a random stranger screaming at me,No,0,NA,0,0,,,,Yes,Yes
2/17/2021 17:09:06,"San Francisco, Seoul, Hyderabad, Berlin, Buenos Aires","San Francisco: 1412 Market Street, Hyderabad: At Home Apartments, Berlin: Adalbertstrasse and Meliorstrasse apartments",0,0,0,Female,"White, East Asian",Hyderabad: At Home Apartments,"The At Home Apartments felt safe, as there was a security guard and a fence around the property and a check-in. During my time in the SF residence, I frequently heard violent screams outside my window, witnessed drug usage and fights, heard gunshots, and was harassed and followed on the streets. During my time in the Berlin residence, there were frequently homeless people who made it inside of the building and would stay in the hallway right outside my door, blocking entry/exit, and had a tendency to follow behind me as I walked around the residence area at night. It was terrifying.",San Francisco: 1412 Market Street,"The residence opened straight onto one of the busiest streets in San Francisco and there were frequently drug users, gangs, and generally scary and mentally deranged people right outside of the residence hall. I never felt safe walking alone and I felt like I was often being sized up for what was in my bags, etc. I used to use grocery bags to conceal my laptop and pretend that I was carrying groceries rather than a piece of expensive technology. I was frequently harassed and catcalled on the streets and sometimes followed.",No,0,NA,0,0,,,Safety at Minerva is a huge issue and compounds all of the other stressors we experience with our busy schedules. The fact that I hardly felt safe in both SF and Berlin significantly dampened my experience in these two cities.,Yes,Yes
2/18/2021 7:17:36,"San Francisco, Seoul, Hyderabad, Berlin, Buenos Aires","San Francisco: 1412 Market Street, Seoul: Yongsan residence, Hyderabad: At Home Apartments, Berlin: Adalbertstrasse and Meliorstrasse apartments, Buenos Aires: Le Petit Suites hotel apartments",1,0,0,Female,White,Seoul: Yongsan residence,"I think because of the surrounding areas primarily, but also because everything functioned perfectly inside, i knew there can be no intruders, it was not in hazard conditions.",San Francisco: 1412 Market Street,"It was the worst residence hall because it had rats, things were often broken, the halls were dark and there were other non-minervans living, it was dirty, shared communal bathrooms made me scared of having fungae AND i never felt safe going alone outside",No,0,NA,0,0,NA,,"There is also the psychological safety like feeling at home, and not trying to escape out of this place and SF residence WAS NOT safe. Hotels are also not great because other people are around all the time, because cleaners come in at any time, etc. Berlin residence on contrast was the most welcoming and stimulating my personal development place ever. ",Yes,Yes
2/16/2021 13:09:52,"San Francisco, Seoul, Hyderabad, Berlin, Buenos Aires, London","San Francisco: 1412 Market Street, Seoul: Gangnam hotel residence, Hyderabad: At Home Apartments, Berlin: Adalbertstrasse and Meliorstrasse apartments, Buenos Aires: Le Petit Suites hotel apartments, London Crawford Place apartments",1,0,0,Female,"White, Hispanic",Seoul: Gangnam hotel residence,,Berlin: Adalbertstrasse and Meliorstrasse apartments,Thefts! Also in London,No,0,NA,0,0,,,,No,Yes
2/16/2021 13:19:57,"San Francisco, Seoul, Hyderabad, London","San Francisco: 851 California Street, San Francisco: 1412 Market Street, Seoul: Yongsan residence, Hyderabad: At Home Apartments, London Crawford Place apartments",1,0,0,Female,White,Seoul: Yongsan residence,,San Francisco: 1412 Market Street,,No,0,NA,0,0,,,,No,Yes
2/16/2021 13:25:05,"San Francisco, Seoul, Hyderabad, Berlin, Buenos Aires, London","San Francisco: 851 California Street, San Francisco: 1412 Market Street, Seoul: Gangnam hotel residence, Hyderabad: At Home Apartments, Berlin: Adalbertstrasse and Meliorstrasse apartments, Buenos Aires: Le Petit Suites hotel apartments, London Crawford Place apartments",1,0,0,Female,Southeast Asian,Seoul: Gangnam hotel residence,Seoul was the only where I felt extremely comfortable walking around alone at dark and past midnight. I have never encountered anyone threatening and did not experience catcalls at all. I enjoyed walking around even at 3 am and never felt like I should not be outside at this time.,San Francisco: 1412 Market Street,Being around Market St in general makes me extremely anxious because many men (mostly those under the influence from alcohol and drugs) would catcall or threaten/curse me if I ignore them or don’t give me money. ,No,0,NA,0,0,,,,No,Yes
2/16/2021 14:00:13,"San Francisco, Seoul, Hyderabad, London","San Francisco: 851 California Street, Seoul: Yongsan residence, Hyderabad: At Home Apartments, London Crawford Place apartments",1,0,0,Female,White,London Crawford Place apartments,"The London, Seoul, and 851 apartments were all probably in the safest neighborhoods. But the London apartment was the only one that was consistently locked and even had multiple locks (on the front and on each apartment) so I felt most safe in that location. It also seemed like it was tied with Seoul for safest communities but Seoul was rarely kept locked.",Hyderabad: At Home Apartments,"I felt very unsafe in this residence because, while the community itself wasn't very unsafe, the hotel did not allow us to lock our apartments. I felt very uncomfortable and unsafe knowing that hotel staff (and really anyone from the street because you didn't need a key to get into the building) could walk into my apartment at any time if they wanted.",No,0,NA,0,0,,,I was never a resident of 1412 Market Street but I specifically chose to live in 851 because I had heard that 1412 was unsafe. I also only visited 1412 once because I felt incredibly unsafe in that location. I did not feel comfortable in that area at all and I purposely went out of my way to avoid it (which was luckily an option available to me at the time),No,Yes
2/16/2021 14:05:34,"San Francisco, Seoul, Hyderabad, Berlin, Buenos Aires, London, Taipei","San Francisco: 1412 Market Street, Seoul: Gangnam hotel residence, Hyderabad: At Home Apartments, Berlin: Adalbertstrasse and Meliorstrasse apartments, Buenos Aires: Le Petit Suites hotel apartments, London Crawford Place apartments, Taipei residence",1,0,0,Female,"White, Southeast Asian",Berlin: Adalbertstrasse and Meliorstrasse apartments,"The neighborhood was safe, the apartments were great, and the rules were simple to follow. ",Taipei residence,I'm going by the definition of safe meaning health-wise and threat-wise for this one. If was incredibly moldy and unsanitary from day one with carpets full of allergens. There was also multiple times strangers could wander unto our floors and just use our kitchen and laundry spaces which was unnerving since minervans typically leave our doors open to each other and seeing random strangers peeking into our rooms was scary. ,No,0,NA,0,0,,,Close and lock your windows and doors at night - that's all that really matters in most of the res halls.,No,Yes
2/16/2021 14:27:39,"San Francisco, Seoul, Hyderabad, Berlin","San Francisco: 851 California Street, San Francisco: 1412 Market Street, Seoul: Yongsan residence, Hyderabad: At Home Apartments, Berlin: Adalbertstrasse and Meliorstrasse apartments",1,0,0,Male,White,Seoul: Yongsan residence,"Nice, quiet area in a city that felt very safe",San Francisco: 1412 Market Street,"People shouting outside, stories from others being harassed on the street",No,0,NA,0,0,,,,No,Yes
2/16/2021 14:41:09,"San Francisco, Seoul, Hyderabad, Berlin, Buenos Aires, London","San Francisco: 851 California Street, Seoul: Yongsan residence, Hyderabad: At Home Apartments, Berlin: Adalbertstrasse and Meliorstrasse apartments, Buenos Aires: Le Petit Suites hotel apartments, London Crawford Place apartments",1,0,0,Female,"White, Middle Eastern or North African",Seoul: Yongsan residence,Seoul as a city makes me feel safe to walk around as a girl.,San Francisco: 851 California Street,"SF as a city is dangerous, lack of security ( there is nobody at the front desk except at night)",No,0,NA,0,0,,,16 Turk is a joke.,No,Yes
2/16/2021 16:36:52,"San Francisco, Seoul, Hyderabad, Berlin, Buenos Aires","San Francisco: 1412 Market Street, Seoul: Yongsan residence, Hyderabad: At Home Apartments, Berlin: Adalbertstrasse and Meliorstrasse apartments, Buenos Aires: Le Petit Suites hotel apartments",1,0,0,Female,"White, Black",Seoul: Yongsan residence,"In general, I think Haebangchon is one of the safest neighborhoods we live in.  It was a rather residential area and the locals seemed to know who we were and were looking out for us.  I was never followed, yelled at, or approached in a way that made me feel threatened",San Francisco: 1412 Market Street,There is a large population of unhoused people in civic center and the tenderloin and many people using drugs openly on the street. I was very regularly catcalled at and nearby civic center.  I never felt safe walking alone after dark in the area.,No,0,NA,0,0,,,,No,Yes
2/16/2021 18:06:09,"San Francisco, Seoul, Hyderabad, London","San Francisco: 1412 Market Street, Seoul: Yongsan residence, Hyderabad: At Home Apartments, London Crawford Place apartments",1,0,0,Male,Hispanic,Seoul: Yongsan residence,The environment was always clear of people walking by and the city overall felt very safe. ,San Francisco: 1412 Market Street,"Did not necessarily trusted the staff, there was always a lot of activity right outside, and the city in general felt more dangerous. ",No,0,NA,0,0,,,,No,Yes
2/16/2021 21:35:01,"San Francisco, Seoul, Hyderabad, Berlin, Buenos Aires","San Francisco: 1412 Market Street, Seoul: Gangnam hotel residence, Hyderabad: At Home Apartments, Berlin: Adalbertstrasse and Meliorstrasse apartments, Buenos Aires: Le Petit Suites hotel apartments",1,0,0,Nonbinary,White,Seoul: Gangnam hotel residence,,Berlin: Adalbertstrasse and Meliorstrasse apartments,,No,0,NA,0,0,,,,No,Yes
2/16/2021 23:16:07,"San Francisco, Seoul, Hyderabad, Berlin, London, Taipei","San Francisco: 1412 Market Street, Seoul: Gangnam hotel residence, Hyderabad: At Home Apartments, Berlin: Adalbertstrasse and Meliorstrasse apartments, London Crawford Place apartments, Taipei residence",1,0,0,Female,White,Taipei residence,,NA,I have felt safe in every Minerva residence. ,No,0,NA,0,0,,,"Just worried about how this narrative could be portrayed. 'Safe' is dependent on many factors, & feeling unsafe does not necessarily mean the area is actively dangerous (though of course, the feeling is still valid & no one should feel unsafe in their home. It just may be a worthwhile examination of why that feeling exists). I'm not here for the way Minervans talk about the Tenderloin & the homeless population in SF like they are threats & not just real people in tough circumstances who are very unlikely to hurt you. Fear seems to dominate understanding. Also sometimes people let their preconceived judgements influence their feelings of safety. ",No,Yes
2/18/2021 11:51:20,"San Francisco, Seoul, Hyderabad, Berlin, Buenos Aires, London, Taipei","San Francisco: 1412 Market Street, Seoul: Gangnam hotel residence, Hyderabad: At Home Apartments, Berlin: Adalbertstrasse and Meliorstrasse apartments, Buenos Aires: Le Petit Suites hotel apartments, London Crawford Place apartments, Taipei residence",1,0,0,Female,White,Hyderabad: At Home Apartments,"Hyderabad, Buenos Aires, and 1412 Market St. all had 24/7 security or at least a constant front desk presence, which made me feel safe inside. The Taipei residence hall had very little security but I still felt safe in the neighborhood and leaving my door open because crime rates in the city were so low. ",Berlin: Adalbertstrasse and Meliorstrasse apartments,"No security presence in or near the apartments so robberies were fairly common, particularly on the lower floors. I also did not necessarily always feel safe in the neighborhood around 1412, particularly at night. ",No,0,NA,0,0,,,,No,Yes
2/18/2021 12:33:02,"San Francisco, Seoul, Hyderabad, Berlin, Buenos Aires, London","San Francisco: 1412 Market Street, Seoul: Gangnam hotel residence, Hyderabad: At Home Apartments, Berlin: Adalbertstrasse and Meliorstrasse apartments, Buenos Aires: Le Petit Suites hotel apartments, London Crawford Place apartments",1,0,0,Female,White,Seoul: Gangnam hotel residence,"Although this residence hall was awful for student experience, it was in an upscale neighborhood in a business hotel, and Seoul feels very safe as it is. ",San Francisco: 1412 Market Street,"Market Street... walking further than 2 blocks away (towards civic center) always made me feel uneasy, especially as a solo female being cat called non-stop. ",No,0,NA,0,0,,,,No,Yes
2/18/2021 18:26:54,"San Francisco, Seoul, Berlin, Buenos Aires","San Francisco: 851 California Street, San Francisco: 1412 Market Street, Seoul: Yongsan residence, Berlin: Adalbertstrasse and Meliorstrasse apartments, Buenos Aires: Le Petit Suites hotel apartments",1,0,0,Female,South Asian,Seoul: Yongsan residence,"Seoul in general felt very safe. In Berlin and BA, I heard about theft near the res hall, although I never experienced it myself. ",San Francisco: 1412 Market Street,"During the night it was not recommended to us to walk alone near the res hall, and some of my friends were physically harassed on the Market St.",No,0,NA,0,0,,,"Coming from a country where it is generally less safe for women to travel on their own (around their neighbourhood even), I felt very safe and confident walking around my neighbourhoods in all the res halls and neighborhoods I have lived. It is a massive difference. With that being said, I was once harassed and threatened by a police officer a block away from 1412. As a result, I feel more threatened and on alert around police officers in the United States.",No,Yes
2/19/2021 16:17:58,"San Francisco, Seoul, Hyderabad, Berlin","San Francisco: 1412 Market Street, Seoul: Yongsan residence, Hyderabad: At Home Apartments, Berlin: Adalbertstrasse and Meliorstrasse apartments",1,0,0,Female,White,Seoul: Yongsan residence,"The Seoul res hall was the safest in the context of the city, but I felt safe from the community in the Berlin residence. Seoul res hall didn't have any privacy or place to lock stuff up efficiently, so I had to hide important belongings.",San Francisco: 1412 Market Street,I didn't trust Bob or the cleaning staff.,No,0,NA,0,0,,,,No,Yes
2/18/2021 13:11:09,"San Francisco, Seoul, Hyderabad, Berlin","San Francisco: 1412 Market Street, Seoul: Yongsan residence, Hyderabad: At Home Apartments, Berlin: Adalbertstrasse and Meliorstrasse apartments",1,0,0,Female,White,Seoul: Yongsan residence,"I felt safe in most of the res halls at Minerva, but the culture of respect and caring for those around you in Seoul made the whole experience feel safe. I never felt unsafe walking alone at night or going places by myself. It was the city where I felt the most relaxed in exploring. ",San Francisco: 1412 Market Street,"Particularly for hygiene reasons the 1412 res hall felt unsafe. The kitchen was atrocious and the behaviors that I saw around food safety made me surprised that we didn't have more cases of illness due to the residence hall. In terms of the neighborhood, I didn't feel particularly unsafe, but I did feel like I had to be aware of my surroundings to a higher degree at that res hall than in other residence halls. I had a similar sense of awareness in Hyderabad but that was more because of traffic than because of people. ",No,0,NA,0,0,,,I think there is an aspect of safety in thinking of how Minervans affect the safety of the neighborhoods we come into. By this I mean more in terms of long term safety and the patterns that we contribute to (gentrification) by being there as students/a privileged community. I've seen discussions of safety become racist in some instances and while I think safety is important we have to balance it with respect for the communities from which we take more than we give back. ,If would like to get general thoughts I'm happy to talk to someone but I don't think I have specific stories to tell,Yes
2/26/2021 0:30:46,San Francisco,San Francisco: 851 California Street,0,0,0,Male,White,Seoul: Yongsan residence,,San Francisco: 1412 Market Street,,No,0,NA,0,0,,,,No,Yes
2/21/2021 18:28:52,"San Francisco, Seoul, Hyderabad, London","San Francisco: 851 California Street, San Francisco: 1412 Market Street, Seoul: Yongsan residence, Hyderabad: At Home Apartments, London Crawford Place apartments",,0,0,Female,Black,Seoul: Yongsan residence,The areas around the res hall was very safe as opposed to the SF residence which is very close to the Tenderloin.,San Francisco: 1412 Market Street,"Again, it wasn't the res hall that made me feel unsafe, it was the area around it i.e. market street & the tenderloin that often made me feel uneasy.",No,0,NA,0,0,,,,No,Yes
2/17/2021 1:07:34,"San Francisco, Seoul, Hyderabad, Berlin","San Francisco: 1412 Market Street, Seoul: Yongsan residence, Hyderabad: At Home Apartments, Berlin: Adalbertstrasse and Meliorstrasse apartments",1,0,0,Female,White,Seoul: Yongsan residence,Seoul residence hall was in a quiet residential neighborhood and I felt safe even walking alone at late hours. Great security systems too.,San Francisco: 1412 Market Street,"Because of the Market Street location, it was traumatizing whenever I went out by myself (within the first week a man pulled his pants down in front of me, I got cat-called more than I can count and just didn't feel safe). And because of the dark res hall and far ways to stores, it was just not a very pleasant environment.",I'm not very knowledgeable about the local laws but I assume the nudity and cat-calling could qualify. I would not see myself as victim ,1,San Francisco: 1412 Market Street,0,1,,,In Hyderabad I sometimes had a similarly creeped out feeling but because it was mostly just stares and I didn't go out after dark I felt generally a bit safer than SF.,"If you need more people, let me know, but I don't have the most interesting story to tell.",Yes
2/16/2021 19:19:31,"San Francisco, Seoul, Hyderabad, Berlin, Buenos Aires, London","San Francisco: 851 California Street, San Francisco: 1412 Market Street, San Francisco: 16 Turk Street, Seoul: Yongsan residence, Hyderabad: At Home Apartments, Berlin: Adalbertstrasse and Meliorstrasse apartments, Buenos Aires: Le Petit Suites hotel apartments, London Crawford Place apartments",1,1,1,Female,turk,Seoul: Yongsan residence,,San Francisco: 16 Turk Street,16 turk street is pretty self-explanatory,definitely witnessed several times around the res hall ,0,San Francisco: 1412 Market Street,0,0,,,,Yes,Yes
2/16/2021 13:34:16,"San Francisco, Seoul, Hyderabad, Berlin, Buenos Aires, London","San Francisco: 851 California Street, San Francisco: 1412 Market Street, San Francisco: 16 Turk Street, Seoul: Yongsan residence, Hyderabad: At Home Apartments, Berlin: Adalbertstrasse and Meliorstrasse apartments, Buenos Aires: Le Petit Suites hotel apartments, London Crawford Place apartments",1,1,1,Female,East Asian,Seoul: Yongsan residence,You could go out at night alone and never worry about safety while outside,San Francisco: 16 Turk Street,Never feel safe in the streets with all the cold-calling and occasional gunshot,"cold-calling, unsuccessful attempts to touch me",1,San Francisco: 16 Turk Street,1,2,"It was a crime, but catcalling really is a problem. Once a man tried to reach for my body right in front of the res hall entrance door. Not a crime and I thankfully reacted fast by jumping away, but the feeling of safety is never there",Sexual harassment,,No,Yes